pair_id,group,subclass,backbone,mode,fov_ratio,scale_ratio,n_gt,n_matches,n_inliers,family,runtime_s,mu_ed,med_ed,p1,p3,p5,p10,mu_ed_tps,med_ed_tps,status,error
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,769,716,affine,1.40,187.564,194.160,0.000,0.000,0.000,0.000,185.934,193.466,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,718,628,affine,1.43,187.488,194.118,0.000,0.000,0.000,0.000,185.600,193.199,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,829,367,affine,1.42,187.494,194.123,0.000,0.000,0.000,0.000,183.647,192.161,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,645,350,affine,1.44,187.492,194.120,0.000,0.000,0.000,0.000,187.460,194.102,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,678,634,homography,1.39,73.689,69.962,0.000,0.000,0.000,0.000,73.951,74.235,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,708,677,affine,1.42,73.615,69.905,0.000,0.000,0.000,0.000,76.086,71.674,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,635,368,homography,1.41,73.689,69.962,0.000,0.000,0.000,0.000,76.576,75.391,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,632,357,affine,1.42,73.686,69.960,0.000,0.000,0.000,0.000,73.651,69.958,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,676,630,affine,1.40,187.488,194.117,0.000,0.000,0.000,0.000,189.275,195.861,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,738,689,homography,1.41,187.492,194.119,0.000,0.000,0.000,0.000,187.799,194.447,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,625,367,affine,1.42,187.492,194.119,0.000,0.000,0.000,0.000,188.555,194.082,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,634,359,affine,1.41,187.492,194.119,0.000,0.000,0.000,0.000,187.457,194.096,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#16,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,640,363,affine,1.42,73.690,69.962,0.000,0.000,0.000,0.000,71.786,67.834,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#17,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,648,372,affine,1.45,73.687,69.962,0.000,0.000,0.000,0.000,77.136,72.074,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#18,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,701,622,affine,1.42,73.820,70.038,0.000,0.000,0.000,0.000,73.594,68.263,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#19,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,595,335,affine,1.45,73.689,69.962,0.000,0.000,0.000,0.000,73.654,69.958,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#20,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,635,370,homography,1.43,187.492,194.119,0.000,0.000,0.000,0.000,191.208,197.422,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#21,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,655,367,homography,1.45,187.490,194.120,0.000,0.000,0.000,0.000,188.530,195.787,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#22,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,714,638,affine,1.45,187.562,194.156,0.000,0.000,0.000,0.000,187.361,195.188,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#23,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,593,338,affine,1.45,187.492,194.119,0.000,0.000,0.000,0.000,187.467,194.105,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#24,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,631,341,affine,1.43,73.689,69.962,0.000,0.000,0.000,0.000,73.727,69.963,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#25,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,630,358,affine,1.45,73.689,69.962,0.000,0.000,0.000,0.000,73.702,69.955,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#26,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,594,336,affine,1.43,73.691,69.963,0.000,0.000,0.000,0.000,73.712,69.963,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#27,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,24,800,768,affine,1.46,73.698,70.052,0.000,0.000,0.000,0.000,73.206,72.440,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#28,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,635,348,homography,1.42,187.503,194.122,0.000,0.000,0.000,0.000,187.517,194.132,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#29,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,634,353,affine,1.44,187.494,194.121,0.000,0.000,0.000,0.000,187.525,194.142,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#30,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,594,339,affine,1.44,187.490,194.119,0.000,0.000,0.000,0.000,187.507,194.126,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#31,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,17,814,767,homography,1.42,187.352,194.113,0.000,0.000,0.000,0.000,184.684,192.053,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#0,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,844,734,affine,1.44,59.227,59.467,0.000,0.000,0.000,0.000,57.128,55.906,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#1,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,680,344,affine,1.46,59.227,59.467,0.000,0.000,0.000,0.000,59.218,59.459,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#2,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,682,349,affine,1.43,59.226,59.467,0.000,0.000,0.000,0.000,59.220,59.463,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#3,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,679,342,affine,1.48,59.227,59.467,0.000,0.000,0.000,0.000,59.213,59.450,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,698,346,affine,1.46,59.227,59.468,0.000,0.000,0.000,0.000,59.255,59.505,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,800,672,affine,1.47,59.222,59.460,0.000,0.000,0.000,0.000,60.199,61.028,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,737,601,homography,1.46,59.227,59.467,0.000,0.000,0.000,0.000,60.278,61.228,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,705,365,affine,1.47,59.226,59.467,0.000,0.000,0.000,0.000,63.890,67.807,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,698,359,affine,1.41,59.227,59.467,0.000,0.000,0.000,0.000,59.249,59.497,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,743,599,affine,1.47,59.227,59.468,0.000,0.000,0.000,0.000,59.921,60.545,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,766,647,affine,1.45,59.220,59.459,0.000,0.000,0.000,0.000,59.126,59.134,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,725,365,affine,1.46,59.227,59.468,0.000,0.000,0.000,0.000,63.312,66.848,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,673,340,affine,1.41,59.227,59.467,0.000,0.000,0.000,0.000,59.246,59.490,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,722,361,affine,1.48,59.225,59.465,0.000,0.000,0.000,0.000,59.866,60.437,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,717,360,affine,1.43,59.227,59.467,0.000,0.000,0.000,0.000,53.973,49.229,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,sift,direct,1.0000,1.00000,13,755,620,affine,1.50,59.226,59.466,0.000,0.000,0.000,0.000,58.804,58.651,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#0,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,955,947,homography,5.84,510.141,509.979,0.000,0.000,0.000,0.000,510.361,510.212,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#1,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,878,836,affine,5.79,510.141,509.979,0.000,0.000,0.000,0.000,509.437,509.035,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#2,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,851,810,affine,5.80,510.141,509.979,0.000,0.000,0.000,0.000,509.891,509.622,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#3,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,947,944,affine,5.78,434.075,434.201,0.000,0.000,0.000,0.000,434.418,434.616,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,870,828,affine,5.76,434.076,434.203,0.000,0.000,0.000,0.000,433.694,433.763,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,858,820,homography,5.73,434.076,434.203,0.000,0.000,0.000,0.000,433.669,433.729,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,855,829,affine,5.76,510.121,509.953,0.000,0.000,0.000,0.000,510.363,510.217,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,906,887,affine,5.80,510.136,509.972,0.000,0.000,0.000,0.000,510.240,510.102,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,844,814,affine,5.78,510.128,509.962,0.000,0.000,0.000,0.000,509.945,509.733,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,851,831,affine,5.78,434.071,434.196,0.000,0.000,0.000,0.000,434.186,434.309,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,894,882,affine,5.77,434.076,434.203,0.000,0.000,0.000,0.000,434.005,434.127,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,861,822,affine,5.82,434.077,434.203,0.000,0.000,0.000,0.000,433.935,434.036,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,843,818,affine,5.79,510.141,509.979,0.000,0.000,0.000,0.000,510.343,510.212,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,873,835,affine,5.80,510.141,509.979,0.000,0.000,0.000,0.000,510.305,510.176,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,18,873,869,affine,5.76,510.076,509.891,0.000,0.000,0.000,0.000,509.157,508.577,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,847,820,affine,5.76,434.084,434.212,0.000,0.000,0.000,0.000,434.218,434.361,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#16,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,867,833,homography,5.77,434.079,434.206,0.000,0.000,0.000,0.000,431.096,430.176,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#17,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,sift,direct,1.0000,1.00000,27,873,864,affine,5.80,434.069,434.193,0.000,0.000,0.000,0.000,433.164,432.965,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.9319,0.42058,51,21,5,homography,1.81,946.078,696.452,0.000,0.000,0.000,0.000,,,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#1,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.9942,0.95459,46,426,216,affine,0.55,4.582,1.820,0.326,0.543,0.543,0.826,3.248,1.907,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#2,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.9669,0.96694,53,70,17,homography,0.48,11.158,2.405,0.057,0.566,0.566,0.604,10.747,2.391,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#3,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.4887,0.71330,54,28,5,homography,2.33,1378.875,1422.852,0.000,0.000,0.000,0.000,,,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#4,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.4867,0.71002,54,30,5,homography,2.20,1857.747,1800.207,0.000,0.000,0.000,0.000,,,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#5,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.4856,0.71002,54,16,5,homography,2.40,2275.506,2072.624,0.000,0.000,0.000,0.000,,,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#6,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,sift,direct,0.4856,0.71002,54,13,4,homography,2.11,3559.445,3443.601,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,14,38,4,affine,3.94,1621.652,1345.834,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,14,36,5,affine,3.92,3237.170,2713.000,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,14,99,6,homography,3.91,2255.227,1110.498,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,15,29,4,homography,3.88,2259.163,1837.950,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,15,73,6,homography,3.97,1974.359,1537.022,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,15,90,4,homography,3.88,1449.022,950.707,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,19,51,5,homography,3.97,2743.835,2509.883,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,19,55,4,affine,3.89,3589.327,3465.775,0.000,0.000,0.000,0.000,,,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,sift,direct,0.6256,5.42118,19,108,4,affine,3.95,2557.324,2636.919,0.000,0.000,0.000,0.000,,,ok,
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,sift,direct,0.9966,1.00000,46,9,4,homography,0.03,68.362,70.166,0.000,0.000,0.000,0.022,,,ok,
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#1,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,sift,direct,,,47,,,,,,,,,,,,,failed,only 0 correspondences
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#2,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,sift,direct,0.6051,0.60715,38,11,7,affine,0.02,2.148,1.806,0.132,0.789,0.974,1.000,,,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,sift,direct,0.9911,0.99115,59,1170,559,affine,8.77,8.935,5.531,0.068,0.220,0.441,0.627,8.736,6.545,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#1,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,sift,direct,0.8824,3.01599,100,177,6,affine,4.74,2268.686,2361.525,0.000,0.000,0.000,0.000,,,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#2,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,sift,direct,0.8824,3.01599,100,130,5,homography,4.72,4850.695,4840.505,0.000,0.000,0.000,0.000,,,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#3,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,sift,direct,0.8746,2.98929,129,208,6,affine,4.78,6472.481,6190.313,0.000,0.000,0.000,0.000,,,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#4,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,sift,direct,0.8746,2.98929,129,120,6,affine,4.72,5694.492,4925.916,0.000,0.000,0.000,0.000,,,ok,
eval_5842WCu-Spalled_SEM-SE_SEM-BSE_Multiscale_0#0,Multiscale,5842WCu-Spalled_SEM-SE_SEM-BSE_Multiscale,loftr,direct,0.2308,0.05769,19,124,8,homography,0.48,31.466,18.672,0.000,0.053,0.158,0.263,,,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,loftr,direct,0.8729,0.32023,37,220,4,affine,0.29,1158.680,1035.891,0.000,0.000,0.000,0.000,,,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,loftr,direct,0.8729,0.32023,37,246,4,affine,0.27,627.827,529.204,0.000,0.000,0.000,0.000,,,ok,
